benchmark,run,metric,value,unit,direction,role,source
convolution1D-cuda,4,mask_3.fp32.conv1d-tiled.block_512,1.672696655,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.fp32.conv1d-tiled.block_1024,1.706680176,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.fp32.conv1d-tiled-caching.block_64,2.968395264,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.fp32.conv1d-tiled-caching.block_128,1.7259027100000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.fp32.conv1d-tiled-caching.block_256,1.642160767,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.fp32.conv1d-tiled-caching.block_512,1.662221436,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.fp32.conv1d-tiled-caching.block_1024,1.6372327880000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d.block_64,2.9660322270000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d.block_128,1.487546875,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d.block_256,1.130285889,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d.block_512,1.100630615,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d.block_1024,1.1193454589999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled.block_64,2.966857422,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled.block_128,1.497138306,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled.block_256,1.340501831,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled.block_512,1.292214722,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled.block_1024,1.3150395510000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled-caching.block_64,2.967466797,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled-caching.block_128,1.492613159,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled-caching.block_256,1.3460264890000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled-caching.block_512,1.3939552000000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_3.int16.conv1d-tiled-caching.block_1024,1.4702977289999999,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d.block_64,2.9743002929999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d.block_128,2.6844685060000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d.block_256,2.684527344,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d.block_512,2.6880041500000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d.block_1024,2.710975098,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled.block_64,2.98945874,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled.block_128,2.833390137,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled.block_256,2.8593500979999997,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled.block_512,2.883108398,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled.block_1024,2.9163513180000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled-caching.block_64,3.001291992,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled-caching.block_128,2.726422607,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled-caching.block_256,2.724324707,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled-caching.block_512,2.735009033,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp64.conv1d-tiled-caching.block_1024,2.753127686,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d.block_64,2.981146484,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d.block_128,1.488661377,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d.block_256,1.414300049,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d.block_512,1.4115312500000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d.block_1024,1.450197632,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled.block_64,2.970461182,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled.block_128,1.807119019,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled.block_256,1.756436401,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled.block_512,1.765176392,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled.block_1024,1.809855591,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled-caching.block_64,2.9702702640000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled-caching.block_128,1.8691607670000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled-caching.block_256,1.7693243410000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled-caching.block_512,1.780440186,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.fp32.conv1d-tiled-caching.block_1024,1.842057251,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d.block_64,2.967611328,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d.block_128,1.486240967,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d.block_256,1.16676355,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d.block_512,1.1685349120000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d.block_1024,1.2857843020000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled.block_64,2.96725,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled.block_128,1.5620405270000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled.block_256,1.500606689,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled.block_512,1.47261438,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled.block_1024,1.498569824,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled-caching.block_64,2.966999512,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled-caching.block_128,1.5926809080000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled-caching.block_256,1.5691673579999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled-caching.block_512,1.621162476,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_5.int16.conv1d-tiled-caching.block_1024,1.748712646,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d.block_64,3.014571777,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d.block_128,2.700000244,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d.block_256,2.7028886720000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d.block_512,2.71129126,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d.block_1024,2.7107846679999996,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled.block_64,2.9953430180000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled.block_128,2.9048903810000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled.block_256,2.961984863,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled.block_512,2.9974836430000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled.block_1024,3.031840088,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled-caching.block_64,3.0198010250000005,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled-caching.block_128,2.7695209960000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled-caching.block_256,2.7634191890000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled-caching.block_512,2.778936523,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp64.conv1d-tiled-caching.block_1024,2.8049208979999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d.block_64,2.990881592,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d.block_128,1.567157715,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d.block_256,1.523812866,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d.block_512,1.5369899900000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d.block_1024,1.580276611,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled.block_64,2.9741018070000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled.block_128,1.8990162350000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled.block_256,1.886194458,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled.block_512,1.906602173,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled.block_1024,1.9301451420000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled-caching.block_64,2.980611572,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled-caching.block_128,2.062749268,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled-caching.block_256,1.976884521,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled-caching.block_512,2.007821167,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.fp32.conv1d-tiled-caching.block_1024,2.1305478520000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d.block_64,2.995458252,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d.block_128,1.5734573969999999,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d.block_256,1.529772827,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d.block_512,1.521737305,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d.block_1024,1.619320068,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled.block_64,2.9674685060000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled.block_128,1.776428955,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled.block_256,1.7115201420000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled.block_512,1.684461548,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled.block_1024,1.7089111330000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled-caching.block_64,2.966092529,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled-caching.block_128,1.99244751,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled-caching.block_256,1.957977173,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled-caching.block_512,1.973631592,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_7.int16.conv1d-tiled-caching.block_1024,2.1021123050000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d.block_64,3.005884521,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d.block_128,2.704419922,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d.block_256,2.706024658,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d.block_512,2.717456055,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d.block_1024,2.719640137,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled.block_64,2.995825195,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled.block_128,2.916779785,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled.block_256,2.982267578,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled.block_512,3.0410739749999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled.block_1024,3.0805014649999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled-caching.block_64,3.042359619,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled-caching.block_128,2.816418457,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled-caching.block_256,2.8076411130000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled-caching.block_512,2.827373047,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp64.conv1d-tiled-caching.block_1024,2.86440918,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d.block_64,3.005295654,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d.block_128,1.5813035890000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d.block_256,1.5477589109999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d.block_512,1.578339233,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d.block_1024,1.6257680660000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled.block_64,2.973281494,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled.block_128,1.8445883790000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled.block_256,1.809738037,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled.block_512,1.825174194,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled.block_1024,1.911275146,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled-caching.block_64,2.97360083,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled-caching.block_128,2.2053134770000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled-caching.block_256,2.1241921390000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled-caching.block_512,2.163746826,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.fp32.conv1d-tiled-caching.block_1024,2.279247314,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d.block_64,3.0067043460000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d.block_128,1.726392822,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d.block_256,1.688860352,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d.block_512,1.6682845460000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d.block_1024,1.832119995,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled.block_64,2.968342773,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled.block_128,1.7367833250000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled.block_256,1.6720092770000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled.block_512,1.657074219,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled.block_1024,1.674138794,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled-caching.block_64,2.965708008,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled-caching.block_128,2.213353516,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled-caching.block_256,2.169689453,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled-caching.block_512,2.177231201,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,4,mask_9.int16.conv1d-tiled-caching.block_1024,2.217636475,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-4.log
convolution1D-cuda,5,mask_3.fp64.conv1d.block_64,2.982937988,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d.block_128,2.6793015140000005,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d.block_256,2.683412842,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d.block_512,2.6914821780000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d.block_1024,2.711793213,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled.block_64,2.9841115719999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled.block_128,2.774553223,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled.block_256,2.797275635,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled.block_512,2.8039301759999997,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled.block_1024,2.809744629,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled-caching.block_64,2.986867432,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled-caching.block_128,2.703666992,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled-caching.block_256,2.707598633,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled-caching.block_512,2.724360107,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp64.conv1d-tiled-caching.block_1024,2.7345256350000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d.block_64,2.9679672850000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d.block_128,1.50544397,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d.block_256,1.419583496,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d.block_512,1.42420105,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d.block_1024,1.434156616,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled.block_64,2.9691560060000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled.block_128,1.748848267,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled.block_256,1.6804041749999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled.block_512,1.672754272,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled.block_1024,1.706430542,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled-caching.block_64,2.968318115,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled-caching.block_128,1.725917358,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled-caching.block_256,1.642120972,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled-caching.block_512,1.662307617,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
convolution1D-cuda,5,mask_3.fp32.conv1d-tiled-caching.block_1024,1.63718689,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-5.log
